State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total minutes,Total calls,Total charge,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
MI,127,510,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0,703.3,276,69.44999999999999,6,8,6,8,3,8,6,6,6,4,4,7,4,7,6
SD,125,510,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0,618.4999999999999,325,72.59000000000002,8,7,8,7,7,7,3,5,3,6,6,6,6,7,6
ME,140,415,0,0,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,0,659.5999999999999,330,62.68000000000001,5,7,5,8,7,8,6,6,6,6,6,7,7,6,6
MD,90,415,0,0,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0,505.30000000000007,390,44.419999999999995,4,8,4,4,10,4,7,6,7,6,6,4,9,3,4
VA,67,415,0,0,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,0,589.4000000000001,259,54.31,4,4,4,6,7,6,6,4,6,5,5,6,4,5,3
NJ,113,415,0,0,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,0,583.7,249,61.74999999999999,6,4,6,7,7,7,4,4,4,7,7,5,3,6,5
TN,121,510,0,1,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0,659.6,308,64.56,5,6,5,7,6,7,6,7,6,8,8,7,6,6,5
DC,93,408,0,0,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,0,555.1999999999999,276,57.019999999999996,5,6,5,7,6,7,4,5,4,5,5,5,4,5,4
DC,121,408,0,0,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,0,444.8,278,50.6,5,8,5,5,6,5,2,2,2,7,7,3,4,4,5
OR,53,408,0,0,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,1,697.8,338,76.29,8,8,8,7,7,7,5,6,5,5,5,7,7,8,3
RI,75,415,0,0,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,0,544.4,284,58.4,6,6,6,5,5,5,4,6,4,7,7,5,5,5,4
AK,132,510,0,0,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,0,746.4000000000001,320,69.74,6,8,6,9,7,9,7,4,7,3,3,8,6,7,6
WI,162,408,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0,451.9,347,48.529999999999994,6,8,6,4,8,4,4,4,4,4,4,3,7,4,7
IN,140,415,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0,645.8,342,61.29,5,7,5,7,7,7,6,7,6,6,6,7,7,6,6
MI,91,408,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0,632.1,340,58.58,4,8,4,9,6,9,5,7,5,4,4,6,7,5,4
ID,73,510,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0,545.1999999999999,370,56.85,6,7,6,4,8,4,5,8,5,5,5,5,8,5,3
NH,95,408,1,0,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,1,702.7,327,72.73,7,9,7,8,5,8,5,7,5,6,6,7,7,7,4
MN,145,408,0,0,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,0,668.2,363,68.66000000000001,7,9,7,4,6,4,7,7,7,7,7,7,8,7,6
AZ,100,415,0,0,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,0,401.29999999999995,274,42.46999999999999,4,7,4,5,5,5,2,4,2,3,3,2,4,3,5
MN,122,415,0,0,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0,684.8,320,71.04,7,7,7,6,8,6,6,4,6,7,7,7,6,7,5
MO,109,415,0,0,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,0,748.9,265,73.42999999999999,6,5,6,9,8,9,6,3,6,6,6,8,4,7,5
AL,82,408,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0,546.1,323,49.87,5,7,5,3,7,3,8,5,8,6,6,5,6,4,4
PA,65,415,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0,646.3999999999999,285,66.91000000000001,7,7,7,6,6,6,6,3,6,5,5,7,5,7,3
AK,52,510,0,0,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,0,493.8,272,49.89,5,6,5,5,5,5,4,5,4,5,5,4,4,4,3
MS,136,415,0,1,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0,574.4,286,56.72,5,5,5,5,7,5,6,5,6,5,5,5,5,5,6
IA,75,415,0,0,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,0,518.4,306,49.269999999999996,4,7,4,5,6,5,6,5,6,6,6,4,6,4,4
WY,146,408,0,0,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0,615.7,249,54.79,4,5,4,8,6,8,6,4,6,7,7,6,3,5,6
NE,105,408,0,0,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,0,600.6,316,58.31,5,6,5,6,6,6,6,6,6,6,6,6,6,5,5
ND,48,415,0,0,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0,574.4,284,63.48000000000001,7,6,7,6,6,6,4,5,4,9,9,5,5,6,2
CT,45,415,0,0,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,0,696.3000000000001,300,64.38,5,7,5,9,5,9,6,6,6,6,6,7,5,6,2
NC,106,415,0,1,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,0,609.3000000000001,298,67.14,7,7,7,7,6,7,4,5,4,6,6,6,5,7,5
CT,33,510,0,0,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0,571.3,245,59.50000000000001,6,4,6,7,6,7,4,4,4,4,4,5,3,5,2
WA,106,408,0,0,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0,621.0999999999999,258,64.58,6,4,6,7,5,7,5,6,5,7,7,6,3,6,5
NV,141,415,0,0,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,0,536.1,286,56.92999999999999,6,7,6,5,6,5,5,4,5,6,6,5,5,5,6
KS,94,510,0,1,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,0,480.6,265,58.93000000000001,7,6,7,4,6,4,3,3,3,9,9,4,4,5,4
CO,65,510,0,0,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0,546.4,276,54.18999999999999,5,4,5,6,8,6,5,4,5,5,5,5,4,5,3
MO,85,415,0,0,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0,594.9999999999999,337,55.74,4,7,4,8,8,8,5,5,5,5,5,6,7,5,4
MA,71,510,0,0,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1,817.6999999999999,331,85.52999999999999,9,7,9,7,6,7,7,7,7,6,6,9,7,9,3
NY,112,408,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0,372.6,315,33.97,2,7,2,5,6,5,3,5,3,7,7,2,6,2,5
AK,110,415,0,0,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0,555.1,305,52.83,5,6,5,6,6,6,5,6,5,4,4,5,6,5,5
WI,111,415,0,0,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0,655.1,299,71.81,8,7,8,6,6,6,5,5,5,7,7,7,5,7,5
NH,74,408,0,0,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1,723.8000000000001,304,80.07,9,7,9,6,6,6,6,4,6,5,5,8,6,8,4
TN,105,510,0,0,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0,472.29999999999995,271,46.02,4,5,4,6,7,6,4,3,4,6,6,4,4,4,5
NY,40,408,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0,639.0,272,70.55000000000001,7,5,7,7,6,7,4,4,4,5,5,6,4,7,2
GA,128,408,1,1,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1,615.1,302,64.92999999999999,7,6,7,5,7,5,6,5,6,7,7,6,5,6,6
MN,123,408,0,0,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,1,747.1999999999999,306,76.38000000000001,7,9,7,8,6,8,6,4,6,6,6,8,6,8,6
MI,122,510,0,0,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0,535.2,252,52.739999999999995,5,6,5,6,5,6,4,4,4,5,5,5,3,5,5
ID,114,408,0,1,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0,568.8000000000001,322,57.42,5,7,5,7,7,7,4,6,4,7,7,5,6,5,5
CT,102,415,0,1,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0,512.5,282,49.599999999999994,4,7,4,5,5,5,5,5,5,6,6,4,5,4,5
NC,126,415,0,0,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0,574.4,267,47.14,3,6,3,4,7,4,9,3,9,8,8,5,4,4,6
LA,150,415,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1,519.3000000000001,273,51.559999999999995,4,7,4,6,5,6,4,4,4,7,7,4,4,4,7
NJ,60,408,0,0,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1,799.9000000000001,296,85.09,9,7,9,8,7,8,6,4,6,6,6,9,5,9,3
CA,138,510,1,0,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,1,620.3000000000001,324,62.910000000000004,6,8,6,5,6,5,6,6,6,8,8,6,6,6,6
MD,29,510,0,0,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0,484.8,236,54.51,6,5,6,4,5,4,4,4,4,8,8,4,2,5,2
WY,111,415,0,0,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0,581.5,334,63.11000000000001,7,6,7,5,7,5,5,7,5,6,6,5,7,6,5
TX,37,510,1,0,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1,592.0999999999999,306,57.79,5,8,5,6,6,6,6,5,6,5,5,6,6,5,2
UT,81,510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0,614.2,260,58.69,5,6,5,6,6,6,6,4,6,7,7,6,4,5,4
WA,46,510,0,0,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0,525.8000000000001,298,48.87,3,7,3,8,5,8,4,6,4,7,7,5,5,4,2
OH,125,408,0,0,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0,464.3,280,42.28999999999999,4,6,4,5,7,5,5,3,5,5,5,3,4,3,6
KS,43,415,0,0,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0,478.09999999999997,313,33.74,1,8,1,5,6,5,7,5,7,6,6,4,6,2,2
IN,94,510,0,0,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0,698.0,314,71.43,7,7,7,5,6,5,7,6,7,5,5,7,6,7,4
VT,46,408,0,0,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0,630.4000000000001,276,63.71,6,6,6,6,5,6,6,6,6,6,6,6,4,6,2
MT,73,408,0,1,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0,469.59999999999997,297,44.08,4,6,4,3,6,3,6,5,6,6,6,4,5,3,3
CT,146,408,0,1,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,0,690.3,359,61.02,5,6,5,7,8,7,8,8,8,4,4,7,8,6,6
NM,93,415,0,0,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0,671.1,291,72.7,7,5,7,7,6,7,4,6,4,6,6,7,5,7,4
OH,52,408,0,1,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0,599.5,266,54.94,5,5,5,6,6,6,7,4,7,6,6,6,4,5,3
GA,202,510,0,0,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,0,485.8,323,44.79,4,9,4,5,5,5,5,6,5,3,3,4,6,3,9
MN,129,510,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0,625.6999999999999,285,63.59,6,6,6,7,6,7,5,5,5,6,6,6,5,6,6
CT,94,415,0,0,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,0,700.4,239,69.19,6,3,6,7,7,7,7,3,7,7,7,7,3,7,4
AL,100,415,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0,543.2,352,55.85,5,9,5,7,6,7,4,7,4,6,6,5,8,5,5
WV,43,415,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0,680.1999999999999,298,69.66999999999999,6,7,6,8,5,8,5,5,5,6,6,7,5,7,2
NH,130,415,0,0,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0,591.5999999999999,309,63.51,7,7,7,6,7,6,4,5,4,5,5,6,6,6,6
WY,124,415,0,0,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0,663.9,342,64.02,6,7,6,7,8,7,6,7,6,6,6,7,7,6,6
VA,92,510,1,0,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,1,755.9000000000001,332,76.53999999999999,8,8,8,6,7,6,8,5,8,6,6,8,7,8,4
VT,48,415,0,0,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,0,592.0,276,59.79,6,4,6,4,8,4,6,4,6,7,7,6,4,6,2
OH,98,510,0,1,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0,583.7,317,50.349999999999994,4,7,4,6,6,6,7,6,7,4,4,5,6,4,5
MT,100,415,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1,465.6,328,44.25000000000001,3,6,3,6,8,6,4,6,4,7,7,4,7,3,5
MA,79,415,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0,479.50000000000006,304,48.62,5,7,5,4,6,4,5,5,5,6,6,4,6,4,4
VA,164,415,0,0,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0,471.90000000000003,243,46.309999999999995,4,5,4,5,5,5,4,4,4,7,7,4,3,4,7
AR,89,408,1,0,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0,541.1999999999999,329,59.37,6,9,6,5,7,5,4,4,4,6,6,5,7,5,4
NE,126,415,0,0,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1,691.2,300,75.67000000000002,8,6,8,8,6,8,4,6,4,7,7,7,5,8,6
WY,96,408,0,0,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,0,606.4,273,56.53,5,7,5,7,5,7,6,5,6,5,5,6,4,5,4
IA,120,415,0,1,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0,621.1999999999999,260,74.53999999999999,9,6,9,5,5,5,4,4,4,6,6,6,4,8,5
SC,212,415,0,0,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1,724.4,346,75.86000000000001,7,8,7,9,5,9,5,7,5,7,7,8,7,8,9
NC,72,415,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0,564.4,316,50.5,4,7,4,4,6,4,7,6,7,5,5,5,6,4,3
HI,155,415,1,1,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,0,508.7,336,57.42,7,8,7,4,8,4,4,4,4,6,6,4,7,5,7
UT,89,415,0,0,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0,424.7,285,39.660000000000004,3,5,3,5,5,5,4,7,4,5,5,3,5,3,4
WY,126,408,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0,741.9000000000001,350,70.76,6,8,6,7,7,7,8,5,8,7,7,8,8,7,6
AL,172,408,0,0,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,1,707.1,322,78.52999999999999,8,7,8,8,7,8,4,5,4,6,6,8,6,8,8
WI,143,510,0,0,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0,557.6,333,56.62,6,6,6,4,8,4,6,5,6,6,6,5,7,5,6
FL,166,510,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1,560.5,284,44.72,2,6,2,8,6,8,6,5,6,7,7,5,5,3,7
KS,132,415,0,0,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,0,665.0999999999999,328,63.910000000000004,6,7,6,6,7,6,7,6,7,7,7,7,7,6,6
NV,94,408,1,0,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1,610.1999999999999,277,54.02,3,6,3,10,7,10,5,4,5,4,4,6,4,5,4
NY,99,415,0,0,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,0,545.2,256,56.260000000000005,6,6,6,5,7,5,5,2,5,7,7,5,3,5,5
VA,136,415,0,1,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0,725.1,313,71.81,6,6,6,9,7,9,6,5,6,4,4,8,6,7,6
KS,119,415,0,0,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,0,716.8,307,73.53999999999999,7,5,7,8,6,8,6,6,6,4,4,8,6,7,5
NC,115,510,1,0,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1,632.0,278,72.17,8,5,8,7,6,7,3,6,3,5,5,6,4,7,5
MO,160,415,0,0,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,0,605.9,319,61.32999999999999,5,7,5,7,8,7,5,5,5,7,7,6,6,6,7
ND,166,510,0,0,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0,598.4000000000001,289,64.22,6,6,6,7,7,7,4,4,4,6,6,6,5,6,7
CA,120,510,0,0,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0,584.0,317,52.81,4,6,4,6,7,6,6,6,6,4,4,5,6,5,5
WV,173,415,0,0,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0,479.5,354,54.56,6,7,6,5,9,5,3,5,3,6,6,4,8,5,8
IL,156,415,0,0,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0,621.0,269,60.040000000000006,5,4,5,6,7,6,6,4,6,6,6,6,4,6,7
NY,70,415,0,0,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0,668.6,305,63.76,6,8,6,7,7,7,7,3,7,6,6,7,6,6,3
NV,41,510,0,0,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0,607.8,318,60.11,6,6,6,6,7,6,5,7,5,4,4,6,6,6,2
AL,132,408,0,0,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0,607.4000000000001,262,64.27000000000001,7,6,7,5,5,5,5,5,5,6,6,6,4,6,6
KS,47,510,1,0,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1,392.59999999999997,346,33.800000000000004,2,8,2,5,8,5,4,5,4,7,7,2,7,2,2
ND,160,510,0,0,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0,372.09999999999997,291,37.86,4,6,4,3,6,3,4,5,4,6,6,2,5,3,7
OK,180,415,0,0,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0,516.5,319,50.739999999999995,5,8,5,6,7,6,5,4,5,5,5,4,6,4,8
UT,93,415,0,0,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0,612.5,262,58.339999999999996,5,5,5,6,6,6,6,5,6,4,4,6,4,5,4
OH,109,415,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0,637.9,279,61.8,6,4,6,5,7,5,7,6,7,7,7,6,4,6,5
WY,80,510,0,0,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0,509.29999999999995,310,47.730000000000004,3,8,3,8,7,8,4,3,4,4,4,4,6,4,4
NM,54,415,0,1,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0,396.3,308,39.7,3,6,3,6,6,6,3,7,3,6,6,2,6,3,3
AL,121,415,0,0,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0,562.0,339,52.0,5,8,5,4,6,4,7,6,7,2,2,5,7,4,5
DC,157,510,0,1,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,0,632.6,333,67.47999999999999,7,7,7,6,7,6,5,6,5,8,8,6,7,7,7
ID,170,510,0,1,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,0,676.9,330,65.36,6,8,6,7,7,7,6,5,6,7,7,7,7,6,7
AR,138,510,0,0,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0,621.0,347,60.790000000000006,5,7,5,8,9,8,5,5,5,7,7,6,7,6,6
ID,92,415,0,1,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0,678.5,302,65.38,5,8,5,8,6,8,6,5,6,6,6,7,5,6,4
WA,167,415,0,0,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1,571.4,300,56.580000000000005,5,8,5,5,7,5,6,3,6,7,7,5,5,5,7
UT,91,510,0,0,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0,687.6999999999999,314,60.83,4,7,4,9,8,9,6,4,6,4,4,7,6,6,4
RI,127,510,0,0,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0,444.9,316,41.29,3,8,3,5,4,5,4,7,4,5,5,3,6,3,6
NC,88,408,0,1,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0,545.3,303,48.74,3,7,3,7,6,7,5,5,5,6,6,5,5,4,4
TX,123,408,0,0,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0,668.1999999999999,269,72.89,8,6,8,6,5,6,5,5,5,5,5,7,4,7,6
DE,136,408,1,1,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,0,568.2,290,47.45,3,6,3,7,5,7,6,5,6,5,5,5,5,4,6
MS,68,415,0,1,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0,558.9,302,53.89999999999999,5,5,5,6,7,6,5,5,5,4,4,5,5,5,3
OH,132,415,0,1,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0,629.0999999999999,242,65.45,6,4,6,9,4,9,4,6,4,6,6,6,3,6,6
LA,133,415,0,0,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0,633.5,296,65.12,7,5,7,7,8,7,5,5,5,2,2,6,5,6,6
FL,127,415,0,0,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,0,547.6999999999999,348,65.37,8,7,8,5,7,5,3,7,3,2,2,5,7,6,6
WV,121,510,0,0,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0,522.3,287,52.48000000000001,6,9,6,4,6,4,6,2,6,5,5,4,5,5,5
NY,116,510,0,0,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,0,477.4,362,43.06,3,8,3,5,9,5,5,5,5,7,7,4,8,3,5
PA,97,510,1,0,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,1,690.1,318,63.43,5,7,5,9,6,9,6,7,6,6,6,7,6,6,4
MS,43,510,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0,459.90000000000003,377,46.96,5,6,5,4,9,4,5,7,5,4,4,3,9,4,2
IN,110,415,0,0,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0,534.5,352,51.07,5,7,5,4,8,4,6,6,6,6,6,5,8,4,5
VA,67,408,0,0,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0,575.3000000000001,366,59.73,6,8,6,7,9,7,4,5,4,6,6,5,8,6,3
MN,166,408,0,0,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,0,480.90000000000003,331,47.71,5,6,5,4,7,4,5,7,5,5,5,4,7,4,7
DE,129,408,0,0,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0,616.1999999999999,324,58.870000000000005,5,8,5,7,6,7,6,5,6,5,5,6,6,5,6
OR,103,510,1,0,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0,480.90000000000003,273,50.42,5,5,5,4,6,4,4,6,4,4,4,4,4,4,5
