State,Area code,International plan,Voice mail plan,Number vmail messages,Total intl calls,Customer service calls,Churn,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
PA,415,0,0,0,4,1,0,7,5,7,4,7,4,5,7,5,7,7,5,7,6,6
TN,415,0,0,0,9,2,0,4,9,4,7,9,7,5,2,5,5,5,5,8,4,5
NJ,510,0,0,0,10,3,0,5,8,5,5,5,5,6,5,6,4,4,4,5,4,4
VA,415,0,0,0,4,1,0,7,8,7,7,6,7,6,5,6,6,6,7,5,7,5
WA,408,0,0,0,8,2,0,5,6,5,5,5,5,6,6,6,7,7,5,5,5,8
AR,510,0,0,0,9,3,0,5,7,5,7,5,7,9,3,9,5,5,8,4,6,5
WI,415,0,0,0,5,2,0,7,6,7,5,8,5,5,7,5,5,5,5,8,6,6
ME,415,0,0,0,9,2,0,6,6,6,7,5,7,6,5,6,4,4,7,4,6,8
CO,408,0,0,0,2,1,0,4,6,4,7,7,7,4,5,4,9,9,4,6,4,4
NC,415,0,0,0,8,3,0,7,6,7,5,4,5,5,3,5,4,4,6,2,6,5
WY,408,0,0,0,7,1,0,4,5,4,6,6,6,5,5,5,7,7,5,5,5,2
FL,415,0,1,24,1,1,0,3,5,3,5,7,5,5,6,5,7,7,3,5,3,4
KY,408,0,0,0,2,2,0,3,8,3,7,5,7,5,4,5,8,8,5,5,4,3
WA,408,0,1,28,3,1,0,7,8,7,8,5,8,5,4,5,4,4,7,4,7,5
MT,415,0,0,0,4,3,0,3,7,3,8,5,8,7,3,7,7,7,6,3,5,7
PA,510,0,0,0,5,0,0,5,8,5,5,8,5,6,6,6,5,5,5,8,5,6
VT,415,0,0,0,4,2,0,4,8,4,7,6,7,6,5,6,7,7,6,6,5,3
MN,408,0,1,21,7,1,0,5,7,5,8,7,8,4,4,4,6,6,5,6,5,5
IL,408,1,0,0,4,2,0,3,9,3,9,7,9,6,7,6,5,5,7,9,5,4
AR,408,0,0,0,4,1,0,6,8,6,6,5,6,5,5,5,4,4,6,5,5,4
MD,415,0,0,0,3,1,0,4,4,4,10,7,10,4,5,4,6,6,6,4,6,5
MT,408,0,0,0,2,1,0,7,6,7,7,9,7,4,6,4,5,5,6,8,7,2
VT,408,0,0,0,2,6,0,8,7,8,6,7,6,5,6,5,5,5,7,7,7,3
CO,415,0,0,0,5,2,0,5,7,5,5,5,5,5,5,5,4,4,4,5,5,5
WA,510,0,0,0,4,2,0,4,5,4,5,6,5,5,6,5,6,6,4,5,3,5
TN,415,0,0,0,6,0,0,6,9,6,7,9,7,7,4,7,9,9,7,8,7,5
AR,408,0,0,0,5,0,0,4,7,4,5,7,5,4,3,4,5,5,3,6,4,4
DC,510,0,1,29,2,1,0,7,5,7,6,7,6,5,4,5,6,6,6,4,6,5
MN,415,0,0,0,6,1,0,6,5,6,8,7,8,6,6,6,5,5,7,5,7,3
KS,510,0,0,0,11,1,0,6,5,6,3,6,3,5,7,5,4,4,4,5,5,5
ND,415,0,0,0,4,1,0,4,6,4,5,7,5,7,5,7,7,7,5,5,4,5
MT,510,0,0,0,8,1,0,5,4,5,7,6,7,4,5,4,6,6,5,3,5,1
DC,408,0,0,0,8,2,0,5,6,5,6,7,6,6,5,6,8,8,6,5,5,7
MS,510,1,0,0,8,3,0,7,5,7,7,6,7,4,3,4,6,6,6,3,7,5
IA,415,0,1,43,6,1,0,4,7,4,4,7,4,4,5,4,5,5,3,6,3,3
AK,510,0,0,0,3,2,0,6,4,6,7,4,7,6,5,6,4,4,7,2,6,5
OR,415,0,0,0,2,1,0,5,8,5,6,9,6,4,7,4,7,7,4,9,5,4
ME,415,0,1,33,11,2,0,6,7,6,7,5,7,6,5,6,6,6,7,5,6,3
MN,510,0,0,0,5,2,0,6,6,6,6,5,6,5,4,5,5,5,6,4,6,7
GA,510,0,0,0,4,0,0,6,7,6,5,9,5,6,7,6,6,6,6,9,6,8
DC,415,0,0,0,2,1,0,5,7,5,6,6,6,6,6,6,4,4,5,6,5,3
OK,510,0,0,0,4,2,0,6,6,6,4,7,4,7,5,7,4,4,6,6,6,5
OK,415,0,0,0,6,1,0,4,5,4,7,8,7,6,7,6,7,7,6,7,5,3
GA,510,0,0,0,5,3,0,7,5,7,6,7,6,5,6,5,6,6,6,6,6,3
NJ,510,0,0,0,1,3,0,5,8,5,7,7,7,6,4,6,5,5,6,7,5,4
ME,510,0,0,0,7,3,0,7,7,7,7,8,7,5,6,5,5,5,6,8,6,5
MI,510,0,1,37,9,2,0,5,6,5,6,6,6,6,6,6,6,6,6,6,5,3
NE,510,0,1,30,7,3,0,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6
VT,408,0,0,0,9,0,0,5,8,5,6,5,6,5,6,5,8,8,5,6,5,4
DC,408,0,0,0,5,1,0,4,6,4,4,7,4,6,7,6,3,3,4,7,3,3
NY,408,0,0,0,4,1,0,6,8,6,5,6,5,8,6,8,6,6,7,7,7,7
AL,408,0,1,30,5,1,0,5,7,5,7,6,7,4,5,4,6,6,6,6,6,4
MS,415,0,1,13,5,2,0,9,6,9,5,6,5,6,7,6,4,4,8,7,8,4
MD,415,0,0,0,4,3,0,6,6,6,5,4,5,3,5,3,8,8,4,3,5,5
IL,415,0,0,0,3,3,0,6,7,6,7,7,7,2,4,2,5,5,5,5,5,4
UT,415,0,1,24,6,1,0,7,6,7,5,6,5,9,4,9,6,6,8,4,7,5
LA,415,0,1,37,4,1,0,5,6,5,4,7,4,4,6,4,3,3,3,6,4,3
ID,510,0,0,0,3,0,0,5,8,5,6,6,6,4,2,4,6,6,5,5,5,6
KY,510,0,0,0,8,2,0,7,7,7,6,7,6,7,3,7,5,5,7,5,7,3
MI,415,0,0,0,9,1,0,7,6,7,4,7,4,3,8,3,4,4,4,8,6,2
WV,415,0,0,0,4,1,0,5,7,5,7,6,7,3,5,3,6,6,5,5,5,5
SD,415,0,0,0,2,2,0,5,6,5,5,7,5,5,4,5,6,6,5,5,5,3
MD,510,1,1,27,5,1,0,6,9,6,6,4,6,8,7,8,4,4,7,6,6,5
MO,415,0,1,35,16,4,0,6,9,6,6,7,6,4,6,4,4,4,5,9,6,4
IL,510,0,1,16,2,4,0,5,7,5,6,7,6,7,6,7,6,6,6,7,5,4
UT,415,0,0,0,7,2,0,8,6,8,4,7,4,5,6,5,6,6,6,6,6,6
AR,408,0,0,0,5,2,0,5,8,5,5,7,5,7,6,7,6,6,6,7,5,4
AK,408,0,0,0,1,1,0,5,6,5,9,6,9,7,5,7,7,7,8,4,6,4
NM,408,0,0,0,3,2,0,5,9,5,8,6,8,6,5,6,5,5,7,7,6,7
MN,408,0,1,22,2,2,0,7,6,7,4,6,4,4,6,4,7,7,4,6,5,7
IA,415,0,1,35,3,1,0,5,7,5,6,6,6,3,3,3,6,6,4,5,5,4
RI,415,0,0,0,3,0,0,6,8,6,7,6,7,6,3,6,6,6,7,5,6,3
AL,415,0,0,0,7,2,0,4,7,4,6,6,6,6,3,6,7,7,5,5,4,5
SD,408,0,0,0,6,2,0,6,6,6,4,6,4,6,3,6,3,3,5,3,5,5
MT,415,0,1,33,4,1,0,6,7,6,9,6,9,7,2,7,7,7,9,4,7,3
KY,415,0,1,24,3,3,0,8,6,8,6,7,6,8,6,8,6,6,9,7,8,5
DC,415,1,1,39,5,1,0,5,9,5,7,6,7,8,3,8,6,6,7,6,6,3
CO,408,1,1,21,4,1,0,5,6,5,5,6,5,6,6,6,5,5,4,6,4,3
NC,415,0,0,0,6,5,0,7,7,7,6,8,6,4,7,4,6,6,5,8,6,5
CO,415,0,1,23,1,1,0,5,9,5,7,6,7,8,5,8,7,7,8,7,6,6
MN,415,0,0,0,3,1,0,7,7,7,6,7,6,6,5,6,5,5,6,7,6,4
WY,415,0,0,0,4,2,0,4,7,4,6,4,6,4,5,4,3,3,4,4,4,5
FL,510,0,0,0,5,3,0,7,7,7,7,5,7,7,5,7,5,5,8,4,7,5
NY,415,0,0,0,9,0,0,6,8,6,5,6,5,7,7,7,5,5,6,7,5,5
OK,408,0,1,30,5,1,0,2,7,2,8,7,8,6,5,6,7,7,5,6,4,7
ME,510,0,0,0,3,1,0,6,6,6,6,7,6,7,4,7,4,4,7,5,6,3
NE,510,0,0,0,5,1,0,7,5,7,5,4,5,4,7,4,5,5,5,4,6,3
OH,415,0,0,0,1,2,0,7,8,7,8,7,8,4,4,4,5,5,7,6,7,3
DC,415,0,0,0,7,0,0,8,6,8,6,7,6,3,6,3,7,7,5,6,7,5
OK,415,0,0,0,5,2,0,4,8,4,6,6,6,6,1,6,9,9,6,3,5,1
IA,415,0,0,0,3,0,0,7,6,7,7,7,7,5,6,5,5,5,7,6,7,9
VA,510,0,0,0,7,2,0,5,8,5,6,6,6,10,3,10,7,7,8,5,6,8
FL,408,1,0,0,3,3,0,4,6,4,7,8,7,5,6,5,6,6,5,6,4,4
NJ,408,0,1,27,4,3,0,6,6,6,7,9,7,4,6,4,5,5,5,7,6,6
NE,408,0,1,21,4,0,0,6,6,6,6,5,6,2,6,2,5,5,4,5,5,7
WV,415,0,0,0,2,2,0,4,6,4,6,6,6,5,6,5,1,1,4,6,4,6
WY,510,0,1,12,6,2,0,7,7,7,5,7,5,5,4,5,5,5,5,6,6,5
SC,408,0,0,0,5,2,0,5,6,5,6,6,6,6,4,6,5,5,5,5,5,7
IL,415,0,0,0,6,0,0,4,8,4,6,8,6,5,8,5,7,7,5,9,4,3
OR,415,0,0,0,9,0,0,6,7,6,4,7,4,8,6,8,3,3,6,7,6,3
ME,510,0,0,0,6,2,0,7,5,7,6,7,6,6,4,6,8,8,7,4,7,1
WY,408,0,0,0,3,1,0,7,5,7,4,7,4,7,6,7,2,2,6,5,6,6
WI,510,0,1,28,3,2,0,5,4,5,7,6,7,4,4,4,4,4,5,3,5,5
DC,510,1,0,0,3,0,0,4,5,4,4,6,4,2,5,2,7,7,1,4,2,3
CT,415,0,0,0,4,1,0,7,6,7,5,8,5,6,3,6,7,7,6,5,6,4
OR,415,0,0,0,7,2,0,6,6,6,6,6,6,5,5,5,5,5,6,5,6,1
OR,510,0,0,0,3,3,0,7,6,7,5,7,5,3,4,3,8,8,4,5,6,3
NV,415,0,1,44,1,2,0,5,6,5,8,5,8,4,7,4,5,5,6,5,5,4
OK,408,0,0,0,2,1,0,5,8,5,9,8,9,4,7,4,5,5,7,8,6,7
KS,415,0,0,0,8,0,0,6,6,6,5,5,5,6,8,6,8,8,5,6,5,4
RI,415,0,0,0,7,3,0,7,6,7,6,7,6,7,6,7,4,4,7,6,7,2
IL,408,1,0,0,4,1,0,8,5,8,5,7,5,5,5,5,6,6,7,5,7,6
WI,408,0,0,0,7,2,0,6,7,6,5,7,5,4,4,4,5,5,4,6,5,3
MI,415,0,1,41,5,0,0,5,5,5,9,5,9,4,6,4,6,6,7,4,6,6
MA,415,0,0,0,4,1,0,6,6,6,8,7,8,6,3,6,7,7,7,4,6,6
AL,510,0,0,0,5,0,0,4,6,4,6,7,6,4,6,4,6,6,3,6,4,6
WI,415,1,0,0,3,3,0,6,6,6,5,6,5,7,6,7,5,5,7,5,6,3
VT,510,0,1,20,5,1,0,7,7,7,3,5,3,4,8,4,4,4,4,7,5,7
CT,408,0,0,0,13,1,0,2,8,2,4,8,4,5,5,5,7,7,3,8,2,7
OR,510,0,0,0,3,2,0,5,9,5,4,6,4,6,5,6,6,6,4,7,4,3
HI,415,0,0,0,7,4,0,8,6,8,7,7,7,4,4,4,5,5,7,5,7,5
WV,415,0,0,0,3,0,0,6,8,6,6,5,6,4,6,4,7,7,5,6,6,6
RI,408,0,0,0,2,2,0,2,7,2,5,5,5,4,4,4,5,5,2,4,2,2
ME,415,0,1,31,3,0,0,3,4,3,4,7,4,4,6,4,6,6,2,4,2,8
NE,510,0,0,0,3,1,0,6,9,6,8,7,8,5,6,5,5,5,7,8,6,6
DC,415,0,0,0,2,0,0,4,7,4,8,8,8,6,3,6,6,6,6,5,5,6
NH,408,0,1,28,8,1,0,9,6,9,6,6,6,8,4,8,4,4,9,4,8,4
WV,510,0,1,50,4,2,0,6,6,6,5,7,5,6,5,6,7,7,6,6,6,6
IL,415,0,1,38,6,0,0,5,7,5,4,7,4,7,7,7,3,3,5,8,4,6
NH,415,0,1,19,6,1,0,6,7,6,6,6,6,6,7,6,5,5,6,7,6,5
MI,415,0,0,0,3,1,0,6,7,6,3,6,3,8,4,8,6,6,6,5,5,7
ND,415,0,0,0,6,1,0,9,8,9,4,6,4,4,6,4,5,5,6,7,7,3
LA,408,0,0,0,5,2,0,4,5,4,5,7,5,4,4,4,6,6,3,5,4,5
HI,415,0,1,24,9,2,0,4,6,4,5,6,5,5,5,5,7,7,4,4,3,5
WV,408,0,0,0,3,0,0,5,7,5,4,5,4,5,4,5,6,6,4,4,5,3
NC,510,0,0,0,1,2,0,7,6,7,4,9,4,4,5,4,5,5,4,7,5,5
PA,415,1,0,0,3,0,0,8,8,8,4,7,4,5,5,5,6,6,6,7,7,4
MI,408,0,0,0,3,2,0,5,5,5,8,6,8,4,9,4,4,4,6,6,5,4
WY,415,0,0,0,4,2,0,4,6,4,7,7,7,6,7,6,5,5,5,6,4,5
NJ,408,0,1,27,8,1,0,6,9,6,6,7,6,6,6,6,8,8,7,9,6,7
NM,408,0,0,0,0,2,0,5,7,5,8,5,8,6,5,6,0,0,7,5,6,7
MS,510,1,1,30,3,1,0,5,7,5,5,7,5,6,4,6,6,6,5,6,5,6
OK,510,0,1,27,5,3,0,1,7,1,7,6,7,6,9,6,5,5,4,9,2,6
ID,415,0,0,0,2,1,0,6,9,6,6,7,6,6,6,6,5,5,7,8,6,5
AL,415,0,0,0,3,1,0,6,6,6,5,6,5,4,5,4,4,4,4,4,5,4
WY,510,0,1,9,9,0,0,5,8,5,6,8,6,4,3,4,6,6,4,6,5,5
VA,415,0,0,0,2,1,0,7,9,7,6,7,6,6,6,6,7,7,7,8,7,1
WV,408,0,1,31,1,2,0,7,6,7,7,8,7,6,6,6,6,6,7,7,7,6
CA,408,0,0,0,7,1,0,5,7,5,6,7,6,3,4,3,4,4,3,6,4,2
CO,415,0,0,0,1,3,0,6,7,6,5,7,5,4,5,4,7,7,5,6,5,5
AL,415,0,0,0,6,1,0,7,8,7,6,7,6,4,6,4,8,8,6,7,7,4
MI,415,0,0,0,4,0,0,6,6,6,8,6,8,5,4,5,4,4,7,4,6,6
OH,415,0,0,0,2,2,0,1,6,1,5,6,5,5,4,5,7,7,2,4,1,6
IN,415,0,1,23,7,1,0,6,6,6,5,6,5,9,6,9,6,6,7,5,6,4
SC,415,0,0,0,3,0,0,6,5,6,8,7,8,4,3,4,6,6,6,4,7,5
KS,415,0,0,0,1,2,0,4,7,4,5,6,5,1,4,1,7,7,2,5,3,6
OK,415,0,0,0,7,2,0,6,4,6,8,6,8,8,4,8,3,3,8,3,7,2
TN,415,0,0,0,7,1,0,6,8,6,6,7,6,6,5,6,6,6,6,7,5,4
NC,408,0,1,19,2,3,0,5,7,5,6,7,6,5,6,5,5,5,5,7,5,5
RI,510,0,1,23,3,2,0,7,6,7,8,7,8,6,6,6,8,8,8,6,8,6
VA,415,1,0,0,6,1,0,4,8,4,9,6,9,6,4,6,6,6,7,6,5,6
KY,510,0,1,9,4,3,0,3,7,3,9,7,9,2,4,2,5,5,4,5,4,5
NV,408,0,1,44,2,1,0,4,6,4,5,8,5,7,5,7,6,6,5,6,4,5
WI,510,0,0,0,2,1,0,5,5,5,4,6,4,7,4,7,5,5,5,3,4,6
NE,510,0,1,31,6,1,0,5,5,5,6,5,6,6,5,6,7,7,6,3,6,3
WY,415,0,1,24,13,1,0,7,5,7,7,5,7,4,7,4,5,5,6,5,7,5
IN,408,0,1,30,7,0,0,6,8,6,7,9,7,4,5,4,4,4,6,8,6,6
WI,408,0,0,0,6,2,0,6,6,6,7,3,7,7,6,7,7,7,8,3,7,1
CA,415,0,0,0,4,0,0,6,10,6,6,7,6,5,5,5,5,5,6,8,6,5
IN,408,0,0,0,4,3,0,6,6,6,6,6,6,7,4,7,6,6,7,4,6,4
SC,415,0,0,0,3,2,0,7,5,7,5,5,5,7,5,7,5,5,7,3,6,5
IN,415,0,0,0,3,3,0,6,7,6,5,6,5,6,6,6,6,6,6,5,6,5
IA,415,0,1,17,2,1,0,5,7,5,7,6,7,6,6,6,5,5,6,6,6,4
MS,415,0,0,0,6,1,0,3,5,3,6,4,6,5,9,5,6,6,4,5,4,4
MN,415,0,0,0,2,0,0,7,6,7,7,7,7,5,8,5,4,4,7,7,7,6
WA,415,0,1,27,4,2,0,5,6,5,4,7,4,8,5,8,4,4,5,6,5,2
MS,408,0,1,27,3,0,0,4,7,4,3,6,3,4,3,4,5,5,2,5,3,3
ID,415,0,0,0,3,0,0,6,7,6,9,7,9,6,4,6,3,3,8,5,7,7
NC,415,0,0,0,4,1,0,2,8,2,8,7,8,5,8,5,6,6,4,9,3,6
VA,510,0,1,27,7,2,0,9,7,9,7,9,7,6,3,6,8,8,8,6,9,5
MI,510,0,0,0,2,1,0,3,9,3,6,5,6,5,4,5,5,5,4,5,3,4
HI,415,0,0,0,2,0,0,7,8,7,4,8,4,5,8,5,9,9,5,10,6,1
NC,408,0,0,0,4,2,0,5,5,5,7,7,7,3,3,3,5,5,4,4,5,7
MN,408,0,0,0,8,1,0,2,5,2,5,6,5,7,5,7,6,6,4,4,3,2
WV,415,0,0,0,3,3,0,7,6,7,4,7,4,6,5,6,5,5,5,6,6,3
HI,408,0,0,0,3,4,0,4,6,4,7,7,7,8,4,8,4,4,7,5,5,1
MS,415,0,0,0,2,2,0,4,7,4,6,7,6,5,5,5,8,8,5,6,4,2
NY,415,0,0,0,8,3,0,8,7,8,4,5,4,5,5,5,6,6,5,5,7,5
LA,408,0,0,0,4,1,0,3,7,3,6,6,6,6,7,6,5,5,4,7,3,2
MA,408,0,0,0,8,2,0,7,7,7,6,5,6,7,6,7,7,7,7,5,7,1
AK,408,0,0,0,4,2,0,7,7,7,5,5,5,3,6,3,6,6,4,5,5,3
SD,415,0,1,25,5,1,0,4,5,4,8,7,8,5,6,5,6,6,6,5,5,5
CO,408,0,0,0,3,1,0,5,7,5,5,7,5,6,4,6,2,2,4,6,4,7
WV,415,0,0,0,5,2,0,6,8,6,3,6,3,5,6,5,6,6,4,7,4,3
ME,510,0,0,0,4,3,0,4,5,4,4,6,4,7,4,7,7,7,5,4,4,3
NH,510,0,0,0,6,1,0,4,5,4,6,6,6,6,3,6,6,6,5,3,4,6
RI,415,0,1,23,5,2,0,7,7,7,8,5,8,7,6,7,4,4,8,6,7,5
WI,408,0,0,0,9,1,0,2,6,2,6,6,6,4,4,4,6,6,3,4,2,4
NM,408,1,0,0,4,1,0,6,7,6,5,7,5,3,4,3,6,6,4,6,5,7
IL,510,0,1,27,2,4,0,5,8,5,6,9,6,7,4,7,7,7,6,8,5,4
MI,415,0,0,0,4,2,0,6,5,6,6,6,6,3,5,3,9,9,5,4,6,4
VA,510,0,0,0,9,2,0,4,5,4,6,8,6,4,8,4,8,8,4,7,4,5
SD,510,0,0,0,11,2,0,6,7,6,6,6,6,5,7,5,6,6,6,7,6,6
MS,510,0,1,26,4,1,0,8,7,8,7,8,7,5,6,5,7,7,7,8,8,6
HI,415,0,0,0,6,1,0,4,6,4,5,5,5,4,5,4,6,6,3,4,3,5
WV,408,0,0,0,3,1,0,5,9,5,6,5,6,6,8,6,5,5,7,8,6,2
WV,415,0,0,0,5,3,0,4,6,4,5,7,5,7,6,7,4,4,5,6,4,4
WV,415,0,0,0,9,2,0,8,8,8,5,8,5,4,6,4,6,6,5,9,7,6
IN,510,0,0,0,7,1,0,7,5,7,4,7,4,3,3,3,6,6,4,4,5,8
NM,415,0,1,33,15,3,0,6,7,6,6,6,6,5,4,5,6,6,5,5,5,4
DE,408,0,0,0,5,2,0,3,8,3,6,4,6,5,6,5,6,6,4,5,4,5
NJ,415,0,1,41,7,0,0,5,7,5,4,5,4,5,5,5,6,6,4,5,4,5
RI,510,0,1,20,2,0,0,7,7,7,6,8,6,6,6,6,5,5,7,7,7,5
SD,415,0,0,0,6,1,0,2,7,2,6,6,6,6,4,6,5,5,4,5,3,5
NH,415,0,0,0,4,1,0,5,7,5,6,5,6,4,3,4,6,6,5,3,5,7
AL,415,1,0,0,4,0,0,7,6,7,6,8,6,5,5,5,3,3,6,6,7,1
ID,415,1,1,32,4,0,0,5,7,5,6,6,6,6,5,6,7,7,6,5,6,5
MD,415,0,0,0,2,0,0,7,7,7,4,6,4,5,6,5,4,4,5,5,6,6
IN,510,0,0,0,4,1,0,7,8,7,5,6,5,5,9,5,4,4,6,8,6,7
WY,415,0,0,0,5,2,0,4,8,4,6,7,6,5,4,5,5,5,5,7,5,5
NH,510,0,0,0,3,2,0,5,7,5,5,7,5,5,4,5,5,5,4,6,4,4
MN,408,0,0,0,4,1,0,5,8,5,4,7,4,7,3,7,3,3,5,6,4,4
MA,415,0,1,21,3,2,0,5,7,5,6,3,6,7,5,7,5,5,6,3,5,5
NH,510,0,0,0,4,1,0,7,8,7,6,6,6,7,5,7,6,6,7,7,7,5
MN,415,0,0,0,2,1,0,5,6,5,8,7,8,5,7,5,5,5,6,7,5,4
IA,415,0,0,0,4,0,0,6,6,6,4,7,4,6,5,6,5,5,5,5,5,6
AL,510,0,1,28,3,1,0,9,8,9,7,8,7,4,5,4,4,4,8,8,9,6
CA,415,0,1,19,3,4,0,6,6,6,7,6,7,6,5,6,7,7,7,5,7,4
MA,408,0,1,24,6,0,0,2,8,2,9,6,9,4,3,4,7,7,5,5,4,6
FL,415,0,0,0,2,0,0,7,7,7,5,8,5,5,6,5,7,7,6,8,6,7
IN,408,0,0,0,4,2,0,5,8,5,3,5,3,5,5,5,6,6,3,6,4,5
NH,415,0,1,20,2,1,0,6,7,6,8,6,8,9,5,9,5,5,9,6,7,5
TX,415,0,0,0,9,2,0,3,7,3,8,7,8,4,4,4,5,5,4,5,4,5
NC,408,0,0,0,2,2,0,7,6,7,6,8,6,5,3,5,6,6,6,5,6,6
CT,415,0,0,0,2,2,0,5,6,5,4,7,4,4,4,4,5,5,3,5,4,6
LA,510,0,1,32,2,3,0,7,5,7,7,5,7,5,4,5,4,4,7,3,7,6
NV,415,0,0,0,6,3,0,7,4,7,5,7,5,8,6,8,6,6,8,5,7,6
WV,510,0,0,0,3,2,0,6,6,6,6,6,6,5,4,5,4,4,5,4,5,6
SC,415,0,1,26,2,1,0,5,5,5,5,4,5,5,6,5,5,5,4,3,4,1
KS,415,0,0,0,5,1,0,8,7,8,3,7,3,3,9,3,5,5,4,8,6,5
NY,415,0,1,20,3,1,0,5,6,5,8,7,8,4,5,4,4,4,5,6,5,4
MA,415,0,0,0,11,1,0,6,3,6,7,7,7,6,5,6,5,5,7,4,7,6
HI,415,0,0,0,2,1,0,6,3,6,5,7,5,6,5,6,5,5,6,3,5,6
OR,415,0,1,50,4,2,0,6,8,6,4,7,4,4,6,4,6,6,4,7,5,6
AZ,415,0,0,0,1,0,0,7,7,7,4,6,4,3,5,3,6,6,4,5,6,6
OR,510,0,0,0,5,0,0,4,6,4,6,6,6,7,6,7,7,7,5,6,4,7
DE,415,0,1,34,7,1,0,4,5,4,4,7,4,5,4,5,6,6,4,4,4,5
MA,408,0,1,27,6,0,0,6,7,6,5,5,5,7,6,7,4,4,6,6,6,7
CT,408,0,0,0,2,3,0,4,6,4,7,8,7,6,6,6,8,8,6,7,5,2
AR,415,1,0,0,4,0,0,5,6,5,5,6,5,3,5,3,4,4,3,6,4,2
SD,415,0,0,0,4,1,0,7,8,7,6,4,6,4,4,4,5,5,6,4,7,3
CT,408,0,0,0,5,2,0,3,6,3,6,7,6,4,5,4,3,3,4,5,3,5
AK,415,0,1,15,3,2,0,8,7,8,6,5,6,7,8,7,5,5,8,6,7,3
DE,415,0,1,32,4,5,0,6,6,6,8,8,8,5,1,5,4,4,7,3,6,4
OH,408,1,0,0,9,2,0,6,7,6,4,7,4,5,7,5,6,6,5,7,5,6
MN,408,0,0,0,9,3,0,5,7,5,4,5,4,5,4,5,2,2,4,4,4,6
CA,415,0,1,19,0,1,0,5,8,5,6,6,6,7,4,7,0,0,6,5,5,4
SC,415,0,0,0,2,2,0,5,7,5,3,7,3,6,7,6,4,4,4,7,4,5
WV,415,0,0,0,2,2,0,6,5,6,6,6,6,4,5,4,5,5,5,4,5,6
NM,415,1,0,0,3,1,0,8,6,8,7,6,7,4,7,4,7,7,7,6,7,6
WY,415,0,0,0,3,0,0,5,6,5,6,5,6,3,5,3,3,3,4,4,4,7
CA,408,0,0,0,4,1,0,4,6,4,7,7,7,4,4,4,6,6,5,5,5,8
WY,510,0,0,0,2,4,0,6,8,6,7,7,7,4,4,4,8,8,6,6,7,3
MA,408,0,0,0,0,4,0,5,7,5,8,8,8,5,4,5,0,0,6,6,6,3
UT,415,0,0,0,5,0,0,7,8,7,5,7,5,5,3,5,5,5,6,5,6,5
MN,510,0,0,0,4,1,0,4,6,4,7,8,7,5,7,5,6,6,5,7,5,6
NE,415,0,0,0,2,2,0,4,5,4,5,7,5,5,3,5,8,8,4,3,4,4
KY,510,0,0,0,3,2,0,3,4,3,8,6,8,6,5,6,9,9,6,3,5,5
CO,408,0,1,23,3,1,0,4,7,4,7,7,7,4,5,4,6,6,4,6,4,6
DC,510,0,0,0,3,2,0,6,7,6,6,5,6,6,8,6,5,5,6,6,6,7
AK,510,0,0,0,4,3,0,6,6,6,7,8,7,5,4,5,8,8,6,5,6,3
SC,415,0,0,0,12,1,0,5,7,5,4,9,4,3,5,3,7,7,3,8,4,6
KS,415,0,0,0,6,2,0,6,5,6,7,8,7,5,5,5,6,6,7,5,7,3
UT,415,0,0,0,6,1,0,6,9,6,0,0,0,5,5,5,6,6,2,2,4,4
IL,510,1,0,0,4,1,0,5,5,5,9,4,9,4,5,4,2,2,6,2,6,5
DC,510,0,0,0,2,0,0,6,4,6,6,6,6,6,7,6,5,5,7,4,6,6
KY,415,0,1,40,4,0,0,4,6,4,6,10,6,3,6,3,7,7,3,8,4,4
HI,415,0,0,0,5,1,0,5,7,5,3,6,3,5,6,5,4,4,3,6,4,1
SC,415,0,1,31,1,4,0,7,6,7,8,7,8,7,4,7,6,6,8,5,8,5
KS,415,0,1,19,2,0,0,5,6,5,7,9,7,6,6,6,4,4,6,8,6,6
UT,415,0,0,0,2,0,0,5,7,5,8,6,8,6,6,6,7,7,7,6,6,4
KY,415,1,0,0,5,1,0,6,7,6,6,7,6,6,3,6,6,6,6,5,6,3
TX,415,0,0,0,7,2,0,4,7,4,6,5,6,7,6,7,7,7,5,6,4,3
WV,408,0,0,0,5,1,0,4,7,4,5,7,5,5,5,5,6,6,4,6,4,3
MI,415,0,1,20,1,1,0,6,6,6,6,7,6,6,6,6,4,4,6,6,6,3
NY,415,0,0,0,4,1,0,7,4,7,6,6,6,6,6,6,5,5,7,4,7,6
SD,415,0,0,0,5,1,0,8,6,8,5,7,5,5,6,5,3,3,6,6,7,5
WV,408,0,0,0,5,1,0,7,5,7,5,6,5,6,6,6,4,4,6,5,6,8
ND,415,0,1,22,12,1,0,4,6,4,7,6,7,6,6,6,4,4,6,6,5,4
WV,415,0,0,0,4,0,0,5,6,5,4,5,4,6,7,6,6,6,5,5,4,4
AR,415,1,0,0,5,1,0,5,8,5,7,6,7,6,5,6,6,6,6,6,5,5
MT,408,0,0,0,2,0,0,6,7,6,5,6,5,6,6,6,4,4,5,6,5,6
UT,510,0,0,0,5,1,0,6,5,6,6,6,6,7,6,7,7,7,7,4,7,4
